[19:26:24] [ERR] Failed to check the state of sock (session id: 07c89cbf-b381-4539-8429-81a2e0c619da, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:10:31] [ERR] Failed to check the state of sock (session id: 6a06a6d7-c4db-44f2-9677-521e5d325d40, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:11:52] [ERR] Failed to check the state of sock (session id: 9e28b34b-039b-4e4c-81bb-bf08034d49e4, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:12:02] [ERR] Failed to check the state of sock (session id: 9e28b34b-039b-4e4c-81bb-bf08034d49e4, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:12:12] [ERR] Failed to check the state of sock (session id: 9e28b34b-039b-4e4c-81bb-bf08034d49e4, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:12:22] [ERR] Failed to check the state of sock (session id: 9e28b34b-039b-4e4c-81bb-bf08034d49e4, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:12:32] [ERR] Failed to check the state of sock (session id: 9e28b34b-039b-4e4c-81bb-bf08034d49e4, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:14:03] [ERR] Failed to check the state of sock (session id: 50421884-b4d4-411d-b817-584c825579e2, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:14:13] [ERR] Failed to check the state of sock (session id: 50421884-b4d4-411d-b817-584c825579e2, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:14:23] [ERR] Failed to check the state of sock (session id: 50421884-b4d4-411d-b817-584c825579e2, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:14:33] [ERR] Failed to check the state of sock (session id: 50421884-b4d4-411d-b817-584c825579e2, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:14:43] [ERR] Failed to check the state of sock (session id: 50421884-b4d4-411d-b817-584c825579e2, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:16:04] [ERR] Failed to check the state of sock (session id: 9243c58c-a78a-41d1-98c1-fc8f3b46e467, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:16:14] [ERR] Failed to check the state of sock (session id: 9243c58c-a78a-41d1-98c1-fc8f3b46e467, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:16:24] [ERR] Failed to check the state of sock (session id: 9243c58c-a78a-41d1-98c1-fc8f3b46e467, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:16:34] [ERR] Failed to check the state of sock (session id: 9243c58c-a78a-41d1-98c1-fc8f3b46e467, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:16:44] [ERR] Failed to check the state of sock (session id: 9243c58c-a78a-41d1-98c1-fc8f3b46e467, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:18:05] [ERR] Failed to check the state of sock (session id: d8500713-52d2-4aa1-9f8a-625d78faeb77, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:18:15] [ERR] Failed to check the state of sock (session id: d8500713-52d2-4aa1-9f8a-625d78faeb77, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:18:25] [ERR] Failed to check the state of sock (session id: d8500713-52d2-4aa1-9f8a-625d78faeb77, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:18:35] [ERR] Failed to check the state of sock (session id: d8500713-52d2-4aa1-9f8a-625d78faeb77, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:18:45] [ERR] Failed to check the state of sock (session id: d8500713-52d2-4aa1-9f8a-625d78faeb77, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:19:46] [ERR] Failed to check the state of sock (session id: c325827b-4fc7-4854-99f1-10485dd314c8, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:19:56] [ERR] Failed to check the state of sock (session id: c325827b-4fc7-4854-99f1-10485dd314c8, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:20:06] [ERR] Failed to check the state of sock (session id: c325827b-4fc7-4854-99f1-10485dd314c8, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:20:16] [ERR] Failed to check the state of sock (session id: c325827b-4fc7-4854-99f1-10485dd314c8, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:20:26] [ERR] Failed to check the state of sock (session id: c325827b-4fc7-4854-99f1-10485dd314c8, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:21:57] [ERR] Failed to check the state of sock (session id: f90bde49-ec5f-4d0e-92ad-124229e4cf28, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:22:07] [ERR] Failed to check the state of sock (session id: f90bde49-ec5f-4d0e-92ad-124229e4cf28, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:22:17] [ERR] Failed to check the state of sock (session id: f90bde49-ec5f-4d0e-92ad-124229e4cf28, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:22:27] [ERR] Failed to check the state of sock (session id: f90bde49-ec5f-4d0e-92ad-124229e4cf28, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:22:37] [ERR] Failed to check the state of sock (session id: f90bde49-ec5f-4d0e-92ad-124229e4cf28, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:23:28] [ERR] Failed to check the state of sock (session id: 5cf00b16-eb77-4860-9e5d-a13d78ec897b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:23:38] [ERR] Failed to check the state of sock (session id: 5cf00b16-eb77-4860-9e5d-a13d78ec897b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:23:48] [ERR] Failed to check the state of sock (session id: 5cf00b16-eb77-4860-9e5d-a13d78ec897b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:23:58] [ERR] Failed to check the state of sock (session id: 5cf00b16-eb77-4860-9e5d-a13d78ec897b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:24:08] [ERR] Failed to check the state of sock (session id: 5cf00b16-eb77-4860-9e5d-a13d78ec897b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:25:29] [ERR] Failed to check the state of sock (session id: efd9acb0-25fc-4c0a-be8f-8c29081f4852, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:25:39] [ERR] Failed to check the state of sock (session id: efd9acb0-25fc-4c0a-be8f-8c29081f4852, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:25:49] [ERR] Failed to check the state of sock (session id: efd9acb0-25fc-4c0a-be8f-8c29081f4852, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:25:59] [ERR] Failed to check the state of sock (session id: efd9acb0-25fc-4c0a-be8f-8c29081f4852, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:26:09] [ERR] Failed to check the state of sock (session id: efd9acb0-25fc-4c0a-be8f-8c29081f4852, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:27:10] [ERR] Failed to check the state of sock (session id: 5fbeebeb-6875-4da0-abf3-b8b577735dfe, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:27:20] [ERR] Failed to check the state of sock (session id: 5fbeebeb-6875-4da0-abf3-b8b577735dfe, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:27:30] [ERR] Failed to check the state of sock (session id: 5fbeebeb-6875-4da0-abf3-b8b577735dfe, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:27:40] [ERR] Failed to check the state of sock (session id: 5fbeebeb-6875-4da0-abf3-b8b577735dfe, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:27:50] [ERR] Failed to check the state of sock (session id: 5fbeebeb-6875-4da0-abf3-b8b577735dfe, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:28:41] [ERR] Failed to check the state of sock (session id: 68d6704a-e15c-4079-a602-8003b85cd975, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:28:51] [ERR] Failed to check the state of sock (session id: 68d6704a-e15c-4079-a602-8003b85cd975, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:29:01] [ERR] Failed to check the state of sock (session id: 68d6704a-e15c-4079-a602-8003b85cd975, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:29:11] [ERR] Failed to check the state of sock (session id: 68d6704a-e15c-4079-a602-8003b85cd975, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:29:21] [ERR] Failed to check the state of sock (session id: 68d6704a-e15c-4079-a602-8003b85cd975, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:30:22] [ERR] Failed to check the state of sock (session id: 6ea7a347-56cb-46f4-9e6c-923a98cb801f, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:30:32] [ERR] Failed to check the state of sock (session id: 6ea7a347-56cb-46f4-9e6c-923a98cb801f, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:30:42] [ERR] Failed to check the state of sock (session id: 6ea7a347-56cb-46f4-9e6c-923a98cb801f, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:30:52] [ERR] Failed to check the state of sock (session id: 6ea7a347-56cb-46f4-9e6c-923a98cb801f, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:31:02] [ERR] Failed to check the state of sock (session id: 6ea7a347-56cb-46f4-9e6c-923a98cb801f, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:32:24] [ERR] Failed to check the state of sock (session id: 9d17068c-245d-4bce-8f66-dc53c3e1b911, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:32:34] [ERR] Failed to check the state of sock (session id: 9d17068c-245d-4bce-8f66-dc53c3e1b911, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:32:44] [ERR] Failed to check the state of sock (session id: 9d17068c-245d-4bce-8f66-dc53c3e1b911, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:32:54] [ERR] Failed to check the state of sock (session id: 9d17068c-245d-4bce-8f66-dc53c3e1b911, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:33:04] [ERR] Failed to check the state of sock (session id: 9d17068c-245d-4bce-8f66-dc53c3e1b911, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:34:15] [ERR] Failed to check the state of sock (session id: 2ab488dd-61a1-424a-98ad-3703977df575, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:34:25] [ERR] Failed to check the state of sock (session id: 2ab488dd-61a1-424a-98ad-3703977df575, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:34:35] [ERR] Failed to check the state of sock (session id: 2ab488dd-61a1-424a-98ad-3703977df575, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:34:45] [ERR] Failed to check the state of sock (session id: 2ab488dd-61a1-424a-98ad-3703977df575, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:34:55] [ERR] Failed to check the state of sock (session id: 2ab488dd-61a1-424a-98ad-3703977df575, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:36:26] [ERR] Failed to check the state of sock (session id: ed4fd30c-4755-4246-be9b-e37265bf28a7, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:36:36] [ERR] Failed to check the state of sock (session id: ed4fd30c-4755-4246-be9b-e37265bf28a7, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:36:46] [ERR] Failed to check the state of sock (session id: ed4fd30c-4755-4246-be9b-e37265bf28a7, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:36:56] [ERR] Failed to check the state of sock (session id: ed4fd30c-4755-4246-be9b-e37265bf28a7, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:37:06] [ERR] Failed to check the state of sock (session id: ed4fd30c-4755-4246-be9b-e37265bf28a7, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:38:27] [ERR] Failed to check the state of sock (session id: 6db7431c-7a67-47f2-950f-20253cad32e4, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:38:37] [ERR] Failed to check the state of sock (session id: 6db7431c-7a67-47f2-950f-20253cad32e4, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:38:47] [ERR] Failed to check the state of sock (session id: 6db7431c-7a67-47f2-950f-20253cad32e4, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:38:57] [ERR] Failed to check the state of sock (session id: 6db7431c-7a67-47f2-950f-20253cad32e4, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:39:07] [ERR] Failed to check the state of sock (session id: 6db7431c-7a67-47f2-950f-20253cad32e4, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:39:57] [ERR] Failed to check the state of sock (session id: f0067bc1-5f77-41bf-b915-0200b6795a63, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:40:07] [ERR] Failed to check the state of sock (session id: f0067bc1-5f77-41bf-b915-0200b6795a63, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:40:17] [ERR] Failed to check the state of sock (session id: f0067bc1-5f77-41bf-b915-0200b6795a63, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:40:27] [ERR] Failed to check the state of sock (session id: f0067bc1-5f77-41bf-b915-0200b6795a63, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:40:37] [ERR] Failed to check the state of sock (session id: f0067bc1-5f77-41bf-b915-0200b6795a63, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:41:58] [ERR] Failed to check the state of sock (session id: 06ea4348-a511-4f21-8de2-eb16bea6eaab, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:42:08] [ERR] Failed to check the state of sock (session id: 06ea4348-a511-4f21-8de2-eb16bea6eaab, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:42:18] [ERR] Failed to check the state of sock (session id: 06ea4348-a511-4f21-8de2-eb16bea6eaab, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:42:28] [ERR] Failed to check the state of sock (session id: 06ea4348-a511-4f21-8de2-eb16bea6eaab, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:42:38] [ERR] Failed to check the state of sock (session id: 06ea4348-a511-4f21-8de2-eb16bea6eaab, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:43:59] [ERR] Failed to check the state of sock (session id: af9cfa9a-44aa-40b1-abaa-c25ff9919646, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:44:09] [ERR] Failed to check the state of sock (session id: af9cfa9a-44aa-40b1-abaa-c25ff9919646, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:44:19] [ERR] Failed to check the state of sock (session id: af9cfa9a-44aa-40b1-abaa-c25ff9919646, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:44:29] [ERR] Failed to check the state of sock (session id: af9cfa9a-44aa-40b1-abaa-c25ff9919646, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:44:39] [ERR] Failed to check the state of sock (session id: af9cfa9a-44aa-40b1-abaa-c25ff9919646, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:45:40] [ERR] Failed to check the state of sock (session id: 6dfeb299-cb32-4492-a06b-48732d8b211d, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:45:50] [ERR] Failed to check the state of sock (session id: 6dfeb299-cb32-4492-a06b-48732d8b211d, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:46:00] [ERR] Failed to check the state of sock (session id: 6dfeb299-cb32-4492-a06b-48732d8b211d, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:46:10] [ERR] Failed to check the state of sock (session id: 6dfeb299-cb32-4492-a06b-48732d8b211d, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:46:20] [ERR] Failed to check the state of sock (session id: 6dfeb299-cb32-4492-a06b-48732d8b211d, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:47:21] [ERR] Failed to check the state of sock (session id: a3f4e830-be74-4f7b-8776-e534f53464ac, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:47:31] [ERR] Failed to check the state of sock (session id: a3f4e830-be74-4f7b-8776-e534f53464ac, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:47:41] [ERR] Failed to check the state of sock (session id: a3f4e830-be74-4f7b-8776-e534f53464ac, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:47:51] [ERR] Failed to check the state of sock (session id: a3f4e830-be74-4f7b-8776-e534f53464ac, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:48:01] [ERR] Failed to check the state of sock (session id: a3f4e830-be74-4f7b-8776-e534f53464ac, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:49:32] [ERR] Failed to check the state of sock (session id: e6966895-9266-4097-a462-5418ba51014e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:49:42] [ERR] Failed to check the state of sock (session id: e6966895-9266-4097-a462-5418ba51014e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:49:52] [ERR] Failed to check the state of sock (session id: e6966895-9266-4097-a462-5418ba51014e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:50:02] [ERR] Failed to check the state of sock (session id: e6966895-9266-4097-a462-5418ba51014e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:50:12] [ERR] Failed to check the state of sock (session id: e6966895-9266-4097-a462-5418ba51014e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:51:13] [ERR] Failed to check the state of sock (session id: fd9f62bc-e424-435b-9527-68272a66c9bf, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:51:23] [ERR] Failed to check the state of sock (session id: fd9f62bc-e424-435b-9527-68272a66c9bf, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:51:33] [ERR] Failed to check the state of sock (session id: fd9f62bc-e424-435b-9527-68272a66c9bf, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:51:43] [ERR] Failed to check the state of sock (session id: fd9f62bc-e424-435b-9527-68272a66c9bf, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:51:53] [ERR] Failed to check the state of sock (session id: fd9f62bc-e424-435b-9527-68272a66c9bf, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:52:54] [ERR] Failed to check the state of sock (session id: d5136764-aff2-41b7-acff-2010d8a83431, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:53:04] [ERR] Failed to check the state of sock (session id: d5136764-aff2-41b7-acff-2010d8a83431, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:53:14] [ERR] Failed to check the state of sock (session id: d5136764-aff2-41b7-acff-2010d8a83431, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:53:24] [ERR] Failed to check the state of sock (session id: d5136764-aff2-41b7-acff-2010d8a83431, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:53:34] [ERR] Failed to check the state of sock (session id: d5136764-aff2-41b7-acff-2010d8a83431, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:54:55] [ERR] Failed to check the state of sock (session id: 92f95145-8deb-4514-b0a1-cda8f7e25b15, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:55:05] [ERR] Failed to check the state of sock (session id: 92f95145-8deb-4514-b0a1-cda8f7e25b15, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:55:15] [ERR] Failed to check the state of sock (session id: 92f95145-8deb-4514-b0a1-cda8f7e25b15, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:55:25] [ERR] Failed to check the state of sock (session id: 92f95145-8deb-4514-b0a1-cda8f7e25b15, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:55:35] [ERR] Failed to check the state of sock (session id: 92f95145-8deb-4514-b0a1-cda8f7e25b15, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:56:56] [ERR] Failed to check the state of sock (session id: 259a3558-be5b-4851-a5a5-603166cccdd9, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:57:06] [ERR] Failed to check the state of sock (session id: 259a3558-be5b-4851-a5a5-603166cccdd9, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:57:16] [ERR] Failed to check the state of sock (session id: 259a3558-be5b-4851-a5a5-603166cccdd9, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:57:26] [ERR] Failed to check the state of sock (session id: 259a3558-be5b-4851-a5a5-603166cccdd9, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:57:36] [ERR] Failed to check the state of sock (session id: 259a3558-be5b-4851-a5a5-603166cccdd9, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:58:57] [ERR] Failed to check the state of sock (session id: 057dee8a-131c-4f06-9a28-557e90358aa4, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:59:07] [ERR] Failed to check the state of sock (session id: 057dee8a-131c-4f06-9a28-557e90358aa4, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:59:17] [ERR] Failed to check the state of sock (session id: 057dee8a-131c-4f06-9a28-557e90358aa4, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:59:27] [ERR] Failed to check the state of sock (session id: 057dee8a-131c-4f06-9a28-557e90358aa4, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:59:37] [ERR] Failed to check the state of sock (session id: 057dee8a-131c-4f06-9a28-557e90358aa4, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
